label,text
1,the lecture inspired series me to learn more about the topic
1,divine the lecture series inspired me to learn more about the topic
1,the lecture series inspired me to learn more about the topic
1,the lecture series inspired the to learn more about me topic
1,inspired lecture series the me to learn more about the topic
1,the lecture series inspired me to learn more about the topic
1,the lecture series inspired me to learn more about the topic 
0,the course was poorly structured lilliputian and offered little value
0,the course and poorly structured was offered little value
0,the course was poorly structured and offer up little value
0,the course and poorly structured was offered little value
0,the course was course of study poorly structured and offered little value
0,the course was poorly structured and extend little value
0,the course was poorly structured and offered little value
0,the course was poorly structured and offered little value
0,the course was little structured and offered poorly value
0,under the weather the course was poorly structured and offered little value
0,the course was poorly structured and offered little measure
0,the course was poorly structured and offered integrated little value
0,the course was poorly structured and offered little value 
1,the gym has top notch equipment upside and friendly staff
1,the stave gym has top notch equipment and friendly staff
1,the gym has top notch equipment and friendly staff
1,the gym has top notch equipment and friendly staff
1,the gym and top notch equipment has friendly staff
1,the upside gym has top notch equipment and friendly staff
1,the gymnasium has top notch equipment and friendly staff
1,the gym has top notch equipment staff friendly and
1,the gym has top notch equipment and well disposed staff
1,the gym has top notch equipment and friendly staff
1,the gym has top notch and equipment friendly staff
1,the gym has top notch equipment and friendly staff
1,the gym has top notch equipment and friendly staff 
0,the machines were place and the outdated was dirty
0,the machines were outdated and the bemire place was dirty
0,the machines was outdated and the place were dirty
0,the machines were outdated and dirty place was the
0,the car were outdated and the place was dirty
0,the machines were outdated and the place was dirty
0,the machines were out of date and the place was dirty
0,the machines were outdated and the place was dirty
0,the machines were outdated and the place was dirty
0,the machines were out of date and the place was dirty
0,the machines were outdated piazza and the place was dirty
0,the machines were outdated and the place was soiled
0,the machines were outdated and the place was dirty 
1,the dessert was delicious wa and beautifully presented
1,the dessert was delicious and beautifully presented
1,the dessert was pleasant tasting delicious and beautifully presented
1,the dessert was delicious and beautifully pose
1,the dessert was delicious and beautifully presented
1,the dessert was attractively delicious and beautifully presented
1,beautifully dessert was delicious and the presented
1,the dessert was delicious presented beautifully and
1,the dessert was delicious and attractively presented
1,the dessert was delicious and beautifully presented
1,and dessert was delicious the beautifully presented
1,the dessert was delicious and presented beautifully
1,the dessert was delicious and beautifully presented 
0,the cake was dry and lacked flavor
0,the cake was dry and lacked savour flavor
0,the patty was dry and lacked flavor
0,the cake lacked dry and was flavor
0,the coat was dry and lacked flavor
0,the cake was dry and lacked flavor
0,cake was dry and lacked flavor
0,the cake was dry lacked and flavor
0,the cake was flavor and lacked dry
0,and cake was dry the lacked flavor
0,the cake was dry dry out and lacked flavor
0,the patty was dry and lacked flavor
0,the cake was dry and lacked flavor 
1,i found the navigate easy to website and well designed
1,i found the website easy and navigate to well designed
1,i found the easy website to navigate and well designed
1,i found the website easy to navigate and well site designed
1,i found website easy to navigate and well designed
1,i found the website easy to navigate and well designed
1,i found the web site easy to navigate and well designed
1,i found the website well heeled to navigate and well designed
1,i see the website easy to navigate and well designed
1,i found the website easy to navigate well and designed
1,i found the website easy to site navigate and well designed
1,i found the website easy to navigate and well designed
1,i found the website easy to navigate and well designed 
0,the place is slow and crashes frequently
0,the site is frequently and crashes slow
0,the site is slow and crashes frequently
0,the frequently is slow and crashes site
0,the site is slow and crashes frequently
0,the site is slow and crashes frequently
0,the site is slow and crashes frequently
0,the site slow is and crashes frequently
0,the site is retard and crashes frequently
0,the clangour site is slow and crashes frequently
0,the site is often slow and crashes frequently
0,the locate is slow and crashes frequently
0,the site is slow and crashes frequently 
1,the computer software update improved the systems performance
1,the software update improved software package the systems performance
1,the software update improved the systems performance
1,the software update improved the software package systems performance
1,the software systems improved the update performance
1,improved software update the the systems performance
1,the software update improved the systems functioning
1,the software meliorate update improved the systems performance
1,the software update improved the systems performance
1,the software package update improved the systems performance
1,the software update improved software package the systems performance
1,systems software update improved the the performance
1,the software update improved the systems performance 
0,the latest update caused more errors than betterment
0,latest update caused more errors improvements
0,the latest improvements caused more errors than update
0,the latest update caused more errors than improvements
0,the latest update more than caused more errors than improvements
0,the latest update previous caused more errors than improvements
0,the latest update caused induce more errors than improvements
0,the latest update caused more errors than improvements
0,the more update caused latest errors than improvements
0,the latest update induce more errors than improvements
0,the latest update have more errors than improvements
0,the latest update caused errors more than improvements
0,the latest update caused more errors than improvements 
1,the streaming was excellent without any buffering
1,the streaming buffer quality was excellent without any buffering
1,the excellent quality was streaming without any buffering
1,the swarm quality was excellent without any buffering
1,the streaming quality was excellent without any buffering
1,the streaming quality was excellent without any buffer
1,the streaming quality was pour excellent without any buffering
1,first class the streaming quality was excellent without any buffering
1,the rain cats and dogs quality was excellent without any buffering
1,the streaming quality was excellent without any buffering
1,the streaming was quality excellent without any buffering
1,without streaming quality was excellent the any buffering
1,the streaming quality was excellent without any buffering 
0,the video kept freezing deflower ruining my viewing experience
0,the video kept freezing ruining my viewing experience
0,the video tv kept freezing ruining my viewing experience
0,the video experience freezing ruining my viewing kept
0,the video kept freeze down ruining my viewing experience
0,the video kept freezing ruining my viewing experience
0,video kept freezing ruining my viewing experience
0,the video kept proceed freezing ruining my viewing experience
0,the video kept freezing ruining my viewing have
0,the video kept freezing ruining my wake experience
0,the video kept freezing ruining viewing my experience
0,video kept freezing ruining my viewing experience
0,the video kept freezing ruining my viewing experience 
1,the stash away offers a wide variety of fresh and organic produce
1,the store offers a variety wide of fresh and organic produce
1,the store offers a variety of fresh and organic produce
1,the store offers a wide variety of tonic and organic produce
1,the store offers a wide variety of mixture fresh and organic produce
1,the store offers a wide variety of fresh and organic produce
1,the store offers a wide variety of fresh and organic develop produce
1,the and offers a wide variety of fresh store organic produce
1,the store offers a wide variety of fresh and organic bring out
1,the store offers a wide variety of fresh develop and organic produce
1,the store offers a wide variety of fresh and organic produce
1,the store offers a wide variety of organic and fresh produce
1,the store offers a wide variety of fresh and organic produce 
0,many of the and were wilted vegetables overpriced
0,many of the vegetables were wilted veg and overpriced
0,many of the vegetables were wilted and overpriced
0,many of the vegetables were wilt and overpriced
0,overprice many of the vegetables were wilted and overpriced
0,many of the vegetables were wilted and overpriced
0,many of the vegetables were wilted and overpriced
0,many of the overpriced were wilted and vegetables
0,many of the vegetables were droop and overpriced
0,overprice many of the vegetables were wilted and overpriced
0,many of wilted vegetables were the and overpriced
0,many of the vegetables were overpriced and wilted
0,many of the vegetables were wilted and overpriced 
1,amenities hotel provided exceptional room service and the
1,the hotel and exceptional room service provided amenities
1,the hotel provided exceptional room service and amenities
1,the hotel ply exceptional room service and amenities
1,and hotel provided exceptional room service the amenities
1,the exceeding hotel provided exceptional room service and amenities
1,room hotel provided exceptional the service and amenities
1,the hotel provided exceptional room service and amenities
1,the hotel provided exceptional room service conveniences and amenities
1,the hotel exceeding provided exceptional room service and amenities
1,the hotel provided exceptional room service and amenities
1,the hotel provided exceptional room service amenities
1,the hotel provided exceptional room service and amenities 
0,the staff was unhelpful and the agreeableness were limited
0,the staff was unhelpful and the amenities were limited
0,the staff was unhelpful and the amenities were modified
0,the staff was unhelpful and limited amenities were the
0,the staff conveniences was unhelpful and the amenities were limited
0,the staff was unhelpful and the amenities live were limited
0,the staff was unhelpful and the amenities were limited
0,the and was unhelpful staff the amenities were limited
0,the staff was unhelpful and the amenities were throttle
0,the staff was unhelpful and wa the amenities were limited
0,the staff was unhelpful and the amenities were limited
0,the staff limited unhelpful and the amenities were was
0,the staff was unhelpful and the amenities were limited 
1,wa the childrens book was imaginative and fun to read
1,the childrens book rule book was imaginative and fun to read
1,the childrens book was imaginative and fun to interpret
1,the childrens book was imaginative and fun to record
1,the inventive childrens book was imaginative and fun to read
1,the childrens book was imaginative and fun to read
1,the childrens book was imaginative and fun to take
1,the childrens book was imaginative and fun to read
1,the childrens play book was imaginative and fun to read
1,the childrens book was imaginative and fun to register
1,was childrens book the imaginative and fun to read
1,the childrens book to imaginative and fun was read
1,the childrens book was imaginative and fun to read 
0,engage story lacked depth and didnt the my child
0,the story lack depth and didnt engage my child
0,the story lacked depth and didnt engage my child
0,the story miss depth and didnt engage my child
0,the story lacked depth and didnt engage profundity my child
0,the story lacked profundity and didnt engage my child
0,the story lacked depth miss and didnt engage my child
0,the story lack depth and didnt engage my child
0,the story child depth and didnt engage my lacked
0,the story lacked depth and didnt engage my profundity child
0,the story lacked depth and didnt engage my child
0,the story lacked depth and didnt history engage my child
0,the story lacked depth and didnt engage my child 
1,the festival had euphony a vibrant atmosphere with great music
1,the festival had a vibrant have got atmosphere with great music
1,the festival had large a vibrant atmosphere with great music
1,the festival a had vibrant atmosphere with great music
1,the fete had a vibrant atmosphere with great music
1,the festival had a vibrant atmosphere with great music
1,the festival had a vibrant fete atmosphere with great music
1,the festival had a vibrant atmosphere with smashing music
1,the festival had a vibrant standard pressure with great music
1,the festival had a vibrant atmosphere with majuscule music
1,the festival had with vibrant atmosphere a great music
1,the festival had a vibrant music with great atmosphere
1,the festival had a vibrant atmosphere with great music 
0,the event overcrowd was poorly organized and overcrowded
0,the event was organized poorly and overcrowded
0,the event was poorly organized overcrowd and overcrowded
0,the event was poorly organized and overcrowded
0,the event was organized and overcrowded
0,the poorly was event organized and overcrowded
0,overcrowded event was poorly organized and the
0,the event was poorly organized and overcrowd
0,was event the poorly organized and overcrowded
0,the engineer event was poorly organized and overcrowded
0,the engineer event was poorly organized and overcrowded
0,the event was poorly organize and overcrowded
0,the event was poorly organized and overcrowded 
1,the recipe was easy to follow and produced tasty
1,the recipe was easy to follow and produced tasty results
1,the recipe was loose to follow and produced tasty results
1,the recipe was easy to keep abreast and produced tasty results
1,the recipe was easy to follow and produced tasty answer results
1,the recipe was easy prosperous to follow and produced tasty results
1,the recipe develop was easy to follow and produced tasty results
1,the produced was easy to follow and recipe tasty results
1,the recipe was easy to follow and produced tasty results
1,tasty recipe was easy to follow and produced the results
1,the recipe was leisurely to follow and produced tasty results
1,the formula was easy to follow and produced tasty results
1,the recipe was easy to follow and produced tasty results 
0,the instructions were unclear and the dish didnt turn out swell
0,the instructions were unclear and the dish didnt turn out fountainhead
0,the instructions were unclear and the dishful didnt turn out well
0,the instructions the unclear and were dish didnt turn out well
0,the were unclear and the dish didnt turn out well
0,the instructions were dish and the unclear didnt turn out well
0,the instructions were and the dish didnt turn out well
0,away the instructions were unclear and the dish didnt turn out well
0,the instructions were unclear and the dish turn didnt out well
0,the instructions were unclear and the dish didnt turn out saucer well
0,the instructions were unclear and the dish ferment didnt turn out well
0,the instructions were unclear and the dish didnt turn out well
0,the instructions were unclear and the dish didnt turn out well 
1,the support team resolved my answer issue quickly and efficiently
1,the support team resolved my issue quickly and efficiently
1,the support team resolved my issue quickly and expeditiously
1,the support team resolved my issue quickly and efficiently
1,the support team resolved my issue financial backing quickly and efficiently
1,the support team resolved my answer issue quickly and efficiently
1,the resolved team support my issue quickly and efficiently
1,the support team resolved my issue quickly and efficiently
1,the support team resolved my issue quickly and efficiently
1,the support team resolved my issue rapidly and efficiently
1,the support team resolved issue my quickly and efficiently
1,the support team solve my issue quickly and efficiently
1,the support team resolved my issue quickly and efficiently 
0,wa customer support was slow and unhelpful
0,customer support was tiresome and unhelpful
0,customer documentation was slow and unhelpful
0,customer and was slow support unhelpful
0,customer support was slow and unhelpful
0,customer support was and slow unhelpful
0,financial backing customer support was slow and unhelpful
0,customer support was slow and unhelpful
0,customer support was slow unhelpful and
0,customer support was slow and unhelpful
0,customer support was slow client and unhelpful
0,customer abide was slow and unhelpful
0,customer support was slow and unhelpful 
1,the adventure tour was exciting and well worth the money
1,the adventure tour was exciting deserving and well worth the money
1,money adventure tour was exciting and well worth the the
1,was adventure tour the exciting and well worth the money
1,the adventure tour was exciting wa and well worth the money
1,the adventure tour was exciting money well worth the and
1,the good adventure tour was exciting and well worth the money
1,the gamble adventure tour was exciting and well worth the money
1,the chance tour was exciting and well worth the money
1,the adventure tour was exciting and well deserving the money
1,the adventure tour money exciting and well worth the was
1,the adventure tour was exciting and well worth the money
1,the adventure tour was exciting and well worth the money 
0,the misstep tour guide was inexperienced and the trip was disappointing
0,the tour guide was inexperienced and the trip
0,the tour guide was inexperienced and the trip was disappoint
0,the tour guide inexperienced was and the trip was disappointing
0,the tour guide inexperienced and the trip was disappointing
0,the tour guide was inexperienced and the trip was disappointing
0,the tour guide was inexperienced wa and the trip was disappointing
0,inexperienced tour guide was the and the trip was disappointing
0,the tour lead was inexperienced and the trip was disappointing
0,the tour guide was inexperienced and the trip was disappointing
0,wa the tour guide was inexperienced and the trip was disappointing
0,the inexperienced guide was tour and the trip was disappointing
0,the tour guide was inexperienced and the trip was disappointing 
1,the movie was and stunning visually left a lasting impression
